TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"102-130216-2025","2025-12-18 21:28:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1184999","66.96","66.96","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Amberhall"
"102-130217-2025","2025-12-18 21:35:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1189999","67.14","67.14","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Amberhall"
"102-130218-2025","2025-12-18 21:54:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1264999","70.63","70.63","1 B/R","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Flare 01"
"102-130219-2025","2025-12-18 22:03:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","2060999","95.19","95.19","2 B/R","1  1","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Binghatti Moonlight"
"102-130220-2025","2025-12-19 09:15:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LA MER","Unit","Flat","34563000","421.78","421.78","4 B/R","2","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","","Solaya (4,6)"
"102-130221-2025","2025-12-19 09:15:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1754888","63.26","63.26","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130222-2025","2025-12-19 09:19:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LA MER","Unit","Flat","17710000","214.42","214.42","2 B/R","2","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","","Solaya (4,6)"
"102-130223-2025","2025-12-19 09:20:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2767888","106.59","106.59","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130224-2025","2025-12-19 09:24:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Khairan First","Unit","Flat","4212888","171.7","171.7","3 B/R","2","","","","0","0","","Altan"
"102-130225-2025","2025-12-19 09:25:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1764888","63.26","63.26","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130226-2025","2025-12-19 09:29:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 2","Building","Villa","1371911","90.64","90.64","2 B/R","","","","IMG World Adventures","0","0","","Bianca "
"102-130227-2025","2025-12-19 10:09:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","7300000","459.28","459.28","4 B/R","","","","","0","0","","Expo City Valley"
"102-130228-2025","2025-12-19 10:36:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","7350000","133.01","133.01","2 B/R","1","","","","0","0","","SEAPOINT"
"102-130229-2025","2025-12-19 09:37:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2908888","98.63","98.63","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130230-2025","2025-12-19 09:44:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LA MER","Unit","Flat","33645000","427.76","427.76","4 B/R","2","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","","Solaya (4,6)"
"102-130231-2025","2025-12-19 09:44:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1760888","63.67","63.67","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130232-2025","2025-12-19 09:45:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","890000","42.06","42.06","Studio","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Binghatti Hillviews"
"102-130233-2025","2025-12-19 09:47:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2933888","98.62","98.62","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130234-2025","2025-12-19 09:50:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","932392.13","45.17","45.17","Studio","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","SAAS Hills"
"102-130235-2025","2025-12-19 10:17:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3800000","249.23","249.23","4 B/R","","","","","0","0","","Arabian Ranches lll - Anya 2"
"102-130236-2025","2025-12-19 09:53:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1058999","62.59","62.59","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130237-2025","2025-12-19 09:54:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2690970","106.55","106.55","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130238-2025","2025-12-19 09:55:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LA MER","Unit","Flat","33968000","427.68","427.68","4 B/R","2","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","","Solaya (4,6)"
"102-130239-2025","2025-12-19 09:57:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","5048888","249.69","249.69","4 B/R","","","","","0","0","","Grand Polo - Equestra"
"102-130240-2025","2025-12-19 10:00:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2938888","98.62","98.62","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130242-2025","2025-12-19 10:04:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","3357888","141.23","141.23","2 B/R","1","","","","0","0","","Rosehill"
"102-130243-2025","2025-12-19 10:12:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1625888","71.04","71.04","1 B/R","1","","","","0","0","","Terra Gardens"
"102-130244-2025","2025-12-19 10:15:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1963888","63.03","63.03","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130245-2025","2025-12-19 10:47:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2750000","111.69","111.69","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE HIGHBURY"
"102-130247-2025","2025-12-19 10:19:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1558888","68.93","68.93","1 B/R","1","","","","0","0","","Terra Gardens"
"102-130248-2025","2025-12-19 10:34:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","3150000","275.86","275.86","4 B/R","","","","","0","0","","The Valley - Velora"
"102-130249-2025","2025-12-19 10:20:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2903888","98.63","98.63","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130250-2025","2025-12-19 11:39:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MOTOR CITY","Unit","Flat","998887","50.71","50.71","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Sobha Orbis"
"102-130251-2025","2025-12-19 10:23:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1218969","89.7","89.7","1 B/R","1","","","","0","0","","TULIP OASIS 10"
"102-130252-2025","2025-12-19 11:03:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1120000","74.18","74.18","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","STONEHENGE RESIDENCES "
"102-130253-2025","2025-12-19 10:59:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","980000","37.82","37.82","Studio","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","UH EAST BY ELLINGTON"
"102-130254-2025","2025-12-19 10:29:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1465777","78.82","78.82","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","butterfly"
"102-130255-2025","2025-12-19 10:31:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1868888","63.26","63.26","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130256-2025","2025-12-19 10:32:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Barsha First","Unit","Flat","3509444","202.98","202.98","3 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","API- Barsha Residential Tower"
"102-130257-2025","2025-12-19 12:01:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","768404","39.12","39.12","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SAMANA MYKONOS SIGNATURE"
"102-130258-2025","2025-12-19 10:37:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1864888","63.26","63.26","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130259-2025","2025-12-19 10:38:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","4246230","272.93","272.93","4 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130260-2025","2025-12-19 10:38:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","2599319.66","169.42","169.42","2 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","SAAS Hills"
"102-130261-2025","2025-12-19 10:44:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1302420","43.83","43.83","Studio","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Diamondz By Danube "
"102-130262-2025","2025-12-19 10:45:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2262828","74.44","74.44","1 B/R","1","","","","0","0","","ELLINGTON SANDS II"
"102-130263-2025","2025-12-19 10:46:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Unit","Flat","1110000","71.69","71.69","1 B/R","1","","","","0","0",""," DAMAC RIVERSIDE VIEWS - MARINE 4"
"102-130264-2025","2025-12-19 10:47:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2599999","78.88","78.88","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Binghatti Skyrise"
"102-130265-2025","2025-12-19 10:47:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","854700","70.49","70.49","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130266-2025","2025-12-19 10:48:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","3123662","193.28","193.28","2 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","SAAS Hills"
"102-130267-2025","2025-12-19 10:49:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1861888","63.26","63.26","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130268-2025","2025-12-19 10:50:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3479888","141.96","141.96","3 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130269-2025","2025-12-19 10:54:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Unit","Flat","1191960","69.68","69.68","1 B/R","1","","","","0","0","","DAMAC LAGOONS - LAGOON VIEWS 13"
"102-130270-2025","2025-12-19 10:56:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","872300","70.49","70.49","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130271-2025","2025-12-19 11:00:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1459850","36.63","36.63","Studio","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Breez by Danube"
"102-130272-2025","2025-12-19 11:00:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3479888","141.96","141.96","3 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130273-2025","2025-12-19 11:02:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Unit","Flat","842000","46.76","46.76","Studio","1","","","","0","0","","DAMAC RIVERSIDE VIEWS - AZURE 2"
"102-130274-2025","2025-12-19 11:06:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Unit","Flat","1250000","80.04","80.04","1 B/R","1","","","","0","0","","DAMAC RIVERSIDE VIEWS - AZURE 2"
"102-130275-2025","2025-12-19 11:07:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3575888","148.72","148.72","3 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130276-2025","2025-12-19 11:07:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1982888","63.03","63.03","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130278-2025","2025-12-19 11:09:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","864700","70.49","70.49","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130279-2025","2025-12-19 11:58:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","904944","35.32","70.78","1 B/R","1","","","","0","0","","Parkwood"
"102-130280-2025","2025-12-19 11:11:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MOTOR CITY","Unit","Flat","3401402","157.17","157.17","3 B/R","2","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","Takaya "
"102-130281-2025","2025-12-19 11:13:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Unit","Flat","725000","40.5","40.5","Studio","1","","","","0","0","","DAMAC RIVERSIDE VIEWS - AZURE 2"
"102-130282-2025","2025-12-19 11:16:54","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","2097888","162.42","162.42","3 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","The Community - Sports Arena"
"102-130283-2025","2025-12-19 11:17:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1525000","43.67","43.67","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","One Residence"
"102-130285-2025","2025-12-19 11:23:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","882300","70.49","70.49","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130286-2025","2025-12-19 11:24:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2550000","61.32","61.32","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Breez by Danube"
"102-130288-2025","2025-12-19 11:25:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","4691150","235.79","235.79","4 B/R","","","","","0","0","","Grand Polo - Equestra"
"102-130289-2025","2025-12-19 11:28:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2953888","98.63","98.63","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130290-2025","2025-12-19 11:28:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","1638828","45.37","45.37","1 B/R","1","","","","0","0","","ELLINGTON SANDS II"
"102-130291-2025","2025-12-19 11:29:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1437160","106.73","106.73","2 B/R","1","","","Expo 2020 Site","0","0","","Westar Altair"
"102-130292-2025","2025-12-19 11:30:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MOTOR CITY","Unit","Flat","2455763","117.25","117.25","2 B/R","1","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","Takaya "
"102-130293-2025","2025-12-19 11:34:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2846828","105.57","105.57","1 B/R","1","","","","0","0","","ELLINGTON SANDS II"
"102-130294-2025","2025-12-19 11:35:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","3641888","148.73","148.73","3 B/R","","","","","0","0","","Grand Polo - Equiterra "
"102-130295-2025","2025-12-19 11:36:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1089532.5","79.62","79.62","1 B/R","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130296-2025","2025-12-19 11:37:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2576310","106.59","106.59","2 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130297-2025","2025-12-19 11:38:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1354994.49","83.19","83.19","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Ashley Hills"
"102-130298-2025","2025-12-19 13:02:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3800000","282.9","282.9","4 B/R","","","","","0","0","","Arabian Ranches lll - Anya 2"
"102-130299-2025","2025-12-19 11:42:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","4590888","262.4","262.4","4 B/R","","","","","0","0","","Grand Polo - Equiterra 2"
"102-130300-2025","2025-12-19 11:44:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1686888","88.22","88.22","2 B/R","1","","","","0","0","","ROSEWELL"
"102-130301-2025","2025-12-19 11:44:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2531750","74.86","74.86","1 B/R","1","","","","0","0","","Bayz 102 By Danube "
"102-130302-2025","2025-12-19 11:45:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2401828","79.75","79.75","1 B/R","1","","","","0","0","","ELLINGTON SANDS I"
"102-130303-2025","2025-12-19 11:46:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1854888","63.26","63.26","1 B/R","1","","","","0","0","","Palace Residences Hillside A"
"102-130305-2025","2025-12-19 11:47:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1001023","72.59","72.59","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","311 Boulevard by Bam Eskan"
